Aircraft,Total_Accidents,Fatal_Accidents,Total_Fatalities,Avg_Fatalities_Per_Accident,Units_Produced,Accidents_Per_Unit,Fatal_Accidents_Per_Unit
LANHAM LANCAIR IV,1,1,2.0,2.0,,,
LANIER JAMES A TALON XP,1,1,1.0,1.0,,,
LANKENAU SOPWITH 9400,1,0,0.0,0.0,,,
LANSDORF QUALT,1,0,0.0,0.0,,,
LANSHE AEROSPACE LAKE 250,1,0,0.0,0.0,,,
LANTZ LAKE TAHOE SPECIAL,1,0,0.0,0.0,,,
LANTZAIR FLYERS INC LANCAIR 360,1,1,2.0,2.0,,,
LARRY H SLIGAR COZY MK IV,1,0,0.0,0.0,,,
LARRY KETTERLING FEW P-51 MUSTANG,1,1,1.0,1.0,,,
LARSEN MARK V,1,0,0.0,0.0,,,
LARSON KEN W CHRISTEN EAGLE-II,1,1,2.0,2.0,,,
LARSON ROGER H RV-7,1,0,0.0,0.0,,,
LARSON RV8,1,1,2.0,2.0,,,
LASEURE SONERAI II,1,1,1.0,1.0,,,
LAURIENZO GABRIEL A VARIEZE,1,0,0.0,0.0,,,
LAURITSEN RALPH M RV 4,1,0,0.0,0.0,,,
LAVENDER ALAN P SONEX,1,1,1.0,1.0,,,
LAVIA ARGENTINA PA-25-235,1,1,1.0,1.0,,,
LAVIA ARGENTINA S.A. PA-25-235,1,1,1.0,1.0,,,
LAVIGNA LANCAIR IV P,1,0,0.0,0.0,,,
LAWRENCE O NOLTE ZODIAC CH650B,1,0,0.0,0.0,,,
LAWSON J/BOWIE R/SMITH M CA-8,1,0,0.0,0.0,,,
LAWSON RON RANS S-19,1,0,0.0,0.0,,,
LAWSON RONALD S EXPLORER,1,0,0.0,0.0,,,
LAWWILL TED ZODIAC 601XL,1,0,0.0,0.0,,,
LAYSON STANLEY B STEEN SKY BOLT,1,1,1.0,1.0,,,
LAZEAR JOHN T ZENAIR STOL CH 701,1,0,0.0,0.0,,,
LEACH MICHAEL RANS S7S,1,0,0.0,0.0,,,
LEAGUE LANCAIR IV-TP,1,1,2.0,2.0,,,
LEARJET 24,1,1,2.0,2.0,,,
LEARJET 25,4,2,7.0,1.75,,,
LEARJET 31,1,1,4.0,4.0,,,
LEARJET 35,8,2,5.0,0.625,,,
LEARJET 35 - A,1,1,2.0,2.0,,,
LEARJET 35A,5,2,5.0,1.0,,,
LEARJET 36A,1,0,0.0,0.0,,,
LEARJET 45,5,1,8.0,1.6,,,
LEARJET 45XR,1,0,0.0,0.0,,,
LEARJET 55,2,0,0.0,0.0,,,
LEARJET 60,4,0,0.0,0.0,,,
LEARJET INC 25,1,1,7.0,7.0,,,
LEARJET INC 31,1,0,0.0,0.0,,,
LEARJET INC 31A,1,0,0.0,0.0,,,
LEARJET INC 45,2,0,0.0,0.0,,,
LEARJET INC 60,5,1,2.0,0.4,,,
LEARJET LEAR 23,1,1,2.0,2.0,,,
LEARJET LR60,1,1,4.0,4.0,,,
LEATHERMAN KARL L ZODIAC CH 601 HDS,1,0,0.0,0.0,,,
LEDER JOHN A LEDER VELOCITY XL RG,1,0,0.0,0.0,,,
LEE OSCAR D III RV7,1,0,0.0,0.0,,,
LEE PAUL SQ 2000,1,1,1.0,1.0,,,
LEFEVER PAUL M RV12,1,0,0.0,0.0,,,
LEGACY 2000,1,1,2.0,2.0,,,
LEIDER T-18,1,0,0.0,0.0,,,
LEIGH S-6 COYOTE II,1,0,0.0,0.0,,,
LEINEKE WALTER L THORP T-211,1,0,0.0,0.0,,,
LEMOND FLY FISHER,1,0,0.0,0.0,,,
LENNOX KENNETH J ZODIAC 601HDS,1,0,0.0,0.0,,,
LEON E EVERETT CARBON CUB EX,1,0,0.0,0.0,,,
LEONARD TRUDY KITFOX III,1,0,0.0,0.0,,,
LEPOW DAVID A PRGSV AERDYN SEA REY,1,0,0.0,0.0,,,
LERCH RV6A,1,0,0.0,0.0,,,
LEROUX JOHN F CCX-1865,1,0,0.0,0.0,,,
LEROY LAKEY CORBEN ACE,1,0,0.0,0.0,,,
LESTER ROBERT E KR-2,1,0,0.0,0.0,,,
LET 410 UVP-E,2,2,27.0,13.5,,,
LEVY ADAM V LEGACY 2000,1,0,0.0,0.0,,,
LEWIS JENNINGS NIEUPORT 11,1,0,0.0,0.0,,,
LEWIS KEITH O VIGGENITE,1,0,0.0,0.0,,,
LEZA LOCKWOOD AIR CAM,1,0,0.0,0.0,,,
LIBERTY AEROSPACE INC. XL-2,1,1,1.0,1.0,,,
LIBERTY AEROSPACE INCORPORATE LIBERTY XL-2,1,1,2.0,2.0,,,
LIBERTY AEROSPACE INCORPORATED LIBERTY XL,1,0,0.0,0.0,,,
LIBERTY AEROSPACE INCORPORATED LIBERTY XL-2,4,0,0.0,0.0,,,
LIBERTY AEROSPACE INCORPORATED XL-2,2,1,2.0,1.0,,,
LIBERTY AEROSPACE XL-2,1,1,1.0,1.0,,,
LIBERTY AEROSPACE XL2,1,1,2.0,2.0,,,
LIBERTY XL,1,1,2.0,2.0,,,
LIEN ZODIAC 601 XL,1,1,1.0,1.0,,,
LIGHTNING AVION EAB LLC ARION LIGHTNING,1,0,0.0,0.0,,,
LIMA SKY RAIDER I,1,0,0.0,0.0,,,
LIMING LOUIS L HPL 1 HIGH WING PARA,1,0,0.0,0.0,,,
LINKE KR-2,1,0,0.0,0.0,,,
LITE FLIGHT DRAGONFLY,1,0,0.0,0.0,,,
LITEFLITE PTY LTD DRAGONFLY MODEL C,1,0,0.0,0.0,,,
LITTLE EAGLE LE500,1,1,4.0,4.0,,,
"LLEWELLYN, WARWINC W VANS RV-4",1,0,0.0,0.0,,,
LOBB KENNETH CH 701,1,0,0.0,0.0,,,
LOCKHEED 382G,1,0,0.0,0.0,,,
LOCKHEED C130,2,1,3.0,1.5,,,
LOCKHEED L-100,1,1,8.0,8.0,,,
LOCKHEED L-188A,1,1,2.0,2.0,,,
LOCKHEED P2V,1,1,2.0,2.0,,,
LOCKHEED P2V 5F,1,0,0.0,0.0,,,
LOCKHEED P2V-5,1,0,0.0,0.0,,,
LOCKHEED P2V-7,3,3,8.0,2.6666666666666665,,,
LOCKHEED SP 2H,1,0,0.0,0.0,,,
LOCKHEED STALKER,1,0,0.0,0.0,,,
LOCKWOOD AIRCAM,2,1,1.0,0.5,,,
LOCKWOOD AIRCRAFT CORP AIR-CAM,1,1,1.0,1.0,,,
LOEHLE AIRCRAFT CORP LOEHLE P-40,1,0,0.0,0.0,,,
LOEHR THOMAS H ZENITH STOL CH701,1,0,0.0,0.0,,,
LOFLIN RV-7A,1,0,0.0,0.0,,,
LOGAN JERRY L GN 1 AIRCAMPER,1,0,0.0,0.0,,,
LONG EZ,1,0,0.0,0.0,,,
LONG LANCAIR ES,1,1,2.0,2.0,,,
LOOFBOURROW JOHN W RUTAN DEFIANT,1,0,0.0,0.0,,,
LOPEZ PHILLIP JABIRU J250,1,1,1.0,1.0,,,
LORAH ELDEN A PULSAR SPORT 150,1,0,0.0,0.0,,,
LORENTZEN LANCAIR LEGACY,1,0,0.0,0.0,,,
LORENZ STEPHEN KITFOX   SERIES 5,1,0,0.0,0.0,,,
LOWERRE BRUCE T S 12-E,1,1,1.0,1.0,,,
LSA AMERICA INC ALLEGRO,1,0,0.0,0.0,,,
LUCAS D E/ LUCAS K A ACROSPORT II,1,1,1.0,1.0,,,
LUDWIG LARRY E BUSHMAN,1,0,0.0,0.0,,,
LUECK KITFOX 7,1,0,0.0,0.0,,,
LUNDAK ROBERT KITFOX IV,1,0,0.0,0.0,,,
LUSCOMBE 11A,1,0,0.0,0.0,,,
LUSCOMBE 8,47,5,6.0,0.1276595744680851,,,
LUSCOMBE 8 - E,1,1,2.0,2.0,,,
LUSCOMBE 8A,44,5,5.0,0.11363636363636363,,,
LUSCOMBE 8B,1,0,0.0,0.0,,,
LUSCOMBE 8C,2,1,1.0,0.5,,,
LUSCOMBE 8D,1,0,0.0,0.0,,,
LUSCOMBE 8E,14,1,1.0,0.07142857142857142,,,
LUSCOMBE 8F,4,2,2.0,0.5,,,
LUSCOMBE SILVAIRE AIRCRAFT CO. S-LSA-8C,1,0,0.0,0.0,,,
LUTERS ARNIS V LEGEND,1,0,0.0,0.0,,,
LUTTENBACHER KURT BUSHBY MUSTANG 2,1,0,0.0,0.0,,,
LUY WAYMAN LOCKWOOD AIRCAM,1,0,0.0,0.0,,,
LYDON PATRICK F SEAREY,1,0,0.0,0.0,,,
LYMAN RANDALL/SCOTT DAVID AVID FLYER,1,0,0.0,0.0,,,
LYONS NAVAJO HKS,1,0,0.0,0.0,,,
M SQUARED BREESE,1,1,1.0,1.0,,,
M SQUARED SPRINT 1000,1,0,0.0,0.0,,,
M-SQUARED AIRCRAFT BREESE 2,1,0,0.0,0.0,,,
M-SQUARED AIRCRAFT SPRINT 1000,1,0,0.0,0.0,,,
M-SQUARED SPORT 1000,1,0,0.0,0.0,,,
M-SQUARED SPRINT 1000,1,1,2.0,2.0,,,
M7 AEROSPACE LLC SA226 - TC,1,1,5.0,5.0,,,
M7 AEROSPACE SA-227,1,0,0.0,0.0,,,
M7AERO SW3,1,1,8.0,8.0,,,
MAARTEN H VERSTEEG ZENITH 601XL(B),1,0,0.0,0.0,,,
MACADAMS TITAN TORNADO 912,1,0,0.0,0.0,,,
MACDONALD CRAIG MAC CUB,1,0,0.0,0.0,,,
MACE JUSTIN I DRAGONFLY,1,0,0.0,0.0,,,
MACLEOD HOMEBUILT,1,1,1.0,1.0,,,
MADERA RV-3,1,0,0.0,0.0,,,
MAGGS LANCAIR 4P,1,1,1.0,1.0,,,
MAGNAGHI AERONAUTICA SPA SKY ARROW LSA,2,0,0.0,0.0,,,
MAGNUS AIRCRAFT LLC FUSION 212,1,1,1.0,1.0,,,
MAHER DANIEL J VELOCITY,1,0,0.0,0.0,,,
MAHON PAUL D CAPELLA XS,1,0,0.0,0.0,,,
MAHRE STARDUSTER SA300,1,0,0.0,0.0,,,
MAKELA RV-4,1,1,2.0,2.0,,,
MALINOWSKI WALTER S RV8,1,0,0.0,0.0,,,
MALKIN ROY K SEAREY,1,0,0.0,0.0,,,
MALLORY CHRISTOPHER L RV-8,1,0,0.0,0.0,,,
MALONE HENRY O HOWLAND,1,0,0.0,0.0,,,
MANISCALCO GREAT LAKES,1,1,1.0,1.0,,,
MANTELL ALLAN T KITFOX 4 1200,1,0,0.0,0.0,,,
MANTELL ALLAN T LIGHTNING,1,0,0.0,0.0,,,
MANTOOTH THORP T-18,1,0,0.0,0.0,,,
MANWEILLER ACRO SPORT II,1,1,2.0,2.0,,,
MANZITTO MICHAEL A MWLANCAIR 235,1,1,1.0,1.0,,,
MARCONI FRED I JR VELOCITY XL/RG,1,0,0.0,0.0,,,
MARINO BENOIST TYPE XIV,1,0,0.0,0.0,,,
MARK C PAULS RV-7A,1,0,0.0,0.0,,,
MARK COBY EARLY BIRD JENNY,1,1,1.0,1.0,,,
MARK DIVITA RV-8,1,0,0.0,0.0,,,
MARK GOLDBERG BEARHAWK PATROL,1,0,0.0,0.0,,,
MARKS CA III KITFOX II,1,0,0.0,0.0,,,
MARKS STEVEN CHALLENGER,1,0,0.0,0.0,,,
MARLEY KOLB FIRESTAR II,1,0,0.0,0.0,,,
MARLIN VARIEZE,1,0,0.0,0.0,,,
MARLMAN STOL CH 801,1,0,0.0,0.0,,,
MARLOW BEARHAWK,1,0,0.0,0.0,,,
MARLOWE THOOFT JUST ACFT HIGHLANDER,1,0,0.0,0.0,,,
MARQUART MA5,1,0,0.0,0.0,,,
MARRERO ANDRES STARDUSTER,1,0,0.0,0.0,,,
MARRIN PITTS S-1,1,0,0.0,0.0,,,
MARSH AVIATION S 2F3AT,1,1,1.0,1.0,,,
MARSHALL CH601 HDS,1,1,1.0,1.0,,,
MARSHALL JAMES J COZY MK IV,1,1,1.0,1.0,,,
MARTIN CHARLES A ZENITH STOL CH 750,1,0,0.0,0.0,,,
MARTIN CURTIS ZENAIR CH701 SP,1,0,0.0,0.0,,,
MARTIN EDWARD H FIRE STAR II,1,0,0.0,0.0,,,
MARVIN A. SMITH PIETENPOL AIR CAMPER,1,0,0.0,0.0,,,
MARVIN FAULK TINKER BELL,1,0,0.0,0.0,,,
MARY ALEXANDER JA30 SUPERSTOL,1,0,0.0,0.0,,,
MAS EVENTS NEMESIS,1,0,0.0,0.0,,,
MASON AVENTURA II,1,0,0.0,0.0,,,
MASON FALCONAR F-11,1,0,0.0,0.0,,,
MASON HAL J KITFOX MODEL 1,1,1,1.0,1.0,,,
MASON ROBERT KOLB MARK 3X,1,0,0.0,0.0,,,
MASON RV-9A,1,0,0.0,0.0,,,
MATESKON FISHER DAK,1,0,0.0,0.0,,,
MATHENY LARRY E CHRISTAVIA MK 1,1,0,0.0,0.0,,,
MATHIAS LINDA B LIGHTNING,1,0,0.0,0.0,,,
MATHIEU CASSUTT,1,0,0.0,0.0,,,
MATHIS MELVIN R BUSHBY MUSTANG II,1,0,0.0,0.0,,,
MATTHEWS H THOMAS JODEL   F11 A,1,0,0.0,0.0,,,
MAUCK RV-6A,1,1,1.0,1.0,,,
MAULE AIRCRAFT CORP M-5-235C,1,1,1.0,1.0,,,
MAULE BEE DEE M-4-210,1,1,1.0,1.0,,,
MAULE M 4,1,0,0.0,0.0,,,
MAULE M 4-220C,1,0,0.0,0.0,,,
MAULE M 5-235C,2,0,0.0,0.0,,,
MAULE M 6,1,0,0.0,0.0,,,
MAULE M 6-235,2,0,0.0,0.0,,,
MAULE M 7,2,0,0.0,0.0,,,
MAULE M 7-235,2,1,2.0,1.0,,,
MAULE M 7-235B,3,0,0.0,0.0,,,
MAULE M 7-235C,4,0,0.0,0.0,,,
MAULE M 7-260C,2,0,0.0,0.0,,,
MAULE M-4,4,0,0.0,0.0,,,
MAULE M-4-180V,1,0,0.0,0.0,,,
MAULE M-4-210,1,0,0.0,0.0,,,
MAULE M-4-210C,1,0,0.0,0.0,,,
MAULE M-4-220C,10,1,1.0,0.1,,,
MAULE M-4C,1,0,0.0,0.0,,,
MAULE M-5,1,0,0.0,0.0,,,
MAULE M-5-180C,6,1,1.0,0.16666666666666666,,,
MAULE M-5-210C,9,0,0.0,0.0,,,
MAULE M-5-235C,12,3,5.0,0.4166666666666667,,,
MAULE M-6-235,4,0,0.0,0.0,,,
MAULE M-7-235,3,1,2.0,0.6666666666666666,,,
MAULE M-7-235B,1,0,0.0,0.0,,,
MAULE M-7-235C,2,1,1.0,0.5,,,
MAULE M-7-260,2,0,0.0,0.0,,,
MAULE M-7-260C,2,0,0.0,0.0,,,
MAULE M-7-420AC,1,0,0.0,0.0,,,
MAULE M-8-235,1,0,0.0,0.0,,,
MAULE M4,2,0,0.0,0.0,,,
MAULE M4-220C,1,0,0.0,0.0,,,
MAULE M5,12,1,1.0,0.08333333333333333,,,
MAULE M5-235C,1,1,1.0,1.0,,,
MAULE M6,1,1,3.0,3.0,,,
MAULE M7,13,3,6.0,0.46153846153846156,,,
MAULE M7-235B,1,1,1.0,1.0,,,
MAULE MT 7-235,1,0,0.0,0.0,,,
MAULE MT 7-260,1,0,0.0,0.0,,,
MAULE MT-7,1,1,2.0,2.0,,,
MAULE MT-7-235,3,0,0.0,0.0,,,
MAULE MT7,1,0,0.0,0.0,,,
MAULE MX 7,2,0,0.0,0.0,,,
MAULE MX 7-180,1,0,0.0,0.0,,,
MAULE MX 7-180B,1,0,0.0,0.0,,,
MAULE MX 7-180C,1,0,0.0,0.0,,,
MAULE MX 7-235,3,0,0.0,0.0,,,
MAULE MX-7,1,0,0.0,0.0,,,
MAULE MX-7-160,1,0,0.0,0.0,,,
MAULE MX-7-180A,3,0,0.0,0.0,,,
MAULE MX-7-180C,4,1,1.0,0.25,,,
MAULE MX-7-2325,1,0,0.0,0.0,,,
MAULE MX-7-235,4,1,1.0,0.25,,,
MAULE MX7,18,0,0.0,0.0,,,
MAULE MX7-180A,1,0,0.0,0.0,,,
MAULE MXT-7-180,3,1,1.0,0.3333333333333333,,,
MAULE MXT-7-180A,5,1,2.0,0.4,,,
MAULE MXT7,2,0,0.0,0.0,,,
MAURER ELMO A V STAR SA900,1,0,0.0,0.0,,,
MAX A BOESIGER JR PULSAR,1,0,0.0,0.0,,,
MAXAIR DRIFTER,2,1,1.0,0.5,,,
MAXAIR DRIFTER DRIFTER II,1,0,0.0,0.0,,,
MAXAIR MU 582 DRIFTER,1,1,1.0,1.0,,,
MAXCY CHRISTOPHER L STOL KING,1,0,0.0,0.0,,,
MAXFLY INC/MCKAY WM SEAREY,1,0,0.0,0.0,,,
MAXSON PHIL ZODIAC CH601XL,1,0,0.0,0.0,,,
MAYO RV-6A,1,1,2.0,2.0,,,
MAYS KITFOX LITE 2,1,0,0.0,0.0,,,
MAZUREK KEITH P ZODIAC 601XL,1,0,0.0,0.0,,,
MCADAM W E CHRISTEN EAGLE II,1,0,0.0,0.0,,,
MCARTHUR STEEN SKYBOLT,1,0,0.0,0.0,,,
MCCAULEY GENE E RV-6A,1,0,0.0,0.0,,,
MCCLEERY RANS S6ES,1,0,0.0,0.0,,,
MCCLISH B85C,1,0,0.0,0.0,,,
MCCLISH FUNK B85C,1,0,0.0,0.0,,,
MCCLURE B J GLASAIR III,1,0,0.0,0.0,,,
MCCLUSKEY CHALLENGER II,1,0,0.0,0.0,,,
MCCORKLE ROBERT B RANS S-12 AIRAILE,1,1,1.0,1.0,,,
MCCRARY BOBBY C JR RV 4,1,0,0.0,0.0,,,
MCCULLEY RONALD W-8,1,0,0.0,0.0,,,
MCCULLOCH JERRY RV-4,1,0,0.0,0.0,,,
MCCURDY PRO STAR PT-2,1,0,0.0,0.0,,,
MCCURRY CHARLES P F 1 ROCKET,1,0,0.0,0.0,,,
MCDANIEL JAMES D TROJAN TA16,1,0,0.0,0.0,,,
MCDANIEL RV-6-CH,1,1,2.0,2.0,,,
MCDONALD HOWARD BRIAN ZENAIR 701,1,0,0.0,0.0,,,
MCDONALD LYNN B AVID FLYER MARK IV,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS AIRCRAFT CO MD 88,3,0,0.0,0.0,,,
MCDONNELL DOUGLAS AIRCRAFT CO MD-88,3,0,0.0,0.0,,,
MCDONNELL DOUGLAS CORPORATION MD 88,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC 9 33F,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC 9 82(MD-82),1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC 9 83(MD-83),3,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC-10-30,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC-9-15,1,1,1.0,1.0,,,
MCDONNELL DOUGLAS DC-9-50,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC-9-51,2,1,3.0,1.5,,,
MCDONNELL DOUGLAS DC-9-82(MD-82),1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC-9-83,4,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC-9-83(MD-83),1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC-9-87,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS DC10,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD 10-10F,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD 11F,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD 90-30,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD-10-30F,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD-11F,4,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD-81,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD-82,2,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD-88,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD-90,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD-90-30,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD11,13,2,5.0,0.38461538461538464,,,
MCDONNELL DOUGLAS MD11 - F,3,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD80,7,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD80 - 80,4,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD81,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD82,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD83,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD88,7,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD90,1,0,0.0,0.0,,,
MCDONNELL DOUGLAS MD90 - 30,1,0,0.0,0.0,,,
MCDONNELL-DOUGLAS DC-10-30,1,0,0.0,0.0,,,
MCFARLAND BILL CHALLENGER II,1,1,1.0,1.0,,,
MCFARLAND WM H RANS S6S,1,0,0.0,0.0,,,
MCGLASHAN T-51 MUSTANG,1,0,0.0,0.0,,,
MCGLAUGHLIN RICHARD SPORTSMAN GS2,1,0,0.0,0.0,,,
MCGRATH ROBERT F SONEX,1,1,1.0,1.0,,,
MCHENRY GEORGE B JR KR2S,1,1,1.0,1.0,,,
MCHOLLAND GLASTAR,1,0,0.0,0.0,,,
MCHUGH TONY KITFOX MODEL 1,1,1,1.0,1.0,,,
MCINTOSH DONALD W KITFOX SERIES 7,1,0,0.0,0.0,,,
MCKAY GENE RV-9A,1,0,0.0,0.0,,,
MCKEEHAN JAMES F ACRODUSTER II SA750,1,1,1.0,1.0,,,
MCKENNA GLEN R ZENITH CH 701,1,0,0.0,0.0,,,
MCKENNA JAMES E AVID-CATAL,1,1,1.0,1.0,,,
MCKENNA SD-1A,1,0,0.0,0.0,,,
MCKENZIE DOUGLAS E STOL CH750,1,0,0.0,0.0,,,
MCKENZIE JOHN P EUROPA XS,1,0,0.0,0.0,,,
MCKENZIE LANCAIR IV-P TURBINE,1,1,3.0,3.0,,,
MCKINNEY CHARLES R SEAREY,1,0,0.0,0.0,,,
MCLEOD ALAN FW-190 1/2 SCALE,1,1,1.0,1.0,,,
MCMICHAEL ELMER L LANCAIR 360,1,0,0.0,0.0,,,
MCMILLAN JOEL L AVID SW 65,1,0,0.0,0.0,,,
MCMURRAY DAVID C SEAREY,1,1,1.0,1.0,,,
MCNULTY JOHN S AEROLITE 103,1,0,0.0,0.0,,,
MCPHERSON JOHN G PIETENPOL AIRCAMPER,1,0,0.0,0.0,,,
MCSWAIN JA 30,1,0,0.0,0.0,,,
MDS FYING LLC ZENITH ZODIAC CH 650,1,0,0.0,0.0,,,
MEAD RV 8A,1,0,0.0,0.0,,,
MEDWAY RAVEN,1,0,0.0,0.0,,,
MELBORN JOE B KOLB SPORT 600,1,0,0.0,0.0,,,
MELVIN K CALLEN BACKCOUNTRY SUPERCUB,1,0,0.0,0.0,,,
MENZIMER GARY RAY FIRESTAR,1,0,0.0,0.0,,,
MERCER AVID FLYER MK IV,1,0,0.0,0.0,,,
MERIAN RICHARD F RV 8,1,0,0.0,0.0,,,
MERIT AVIATION LLC CCX-2000,1,0,0.0,0.0,,,
MERIWETHER JON ARION LIGHTNING,1,1,1.0,1.0,,,
MERRELL STEPHEN F1 ROCKET,1,0,0.0,0.0,,,
MERRITT LESLIE R KELLY D,1,0,0.0,0.0,,,
MERWIN KITFOX,1,0,0.0,0.0,,,
MESCHLER GARY R RV-4,1,0,0.0,0.0,,,
METCALFE ROBERT B VANS RV 6,1,0,0.0,0.0,,,
MEUER MARK SA900 V ST,1,0,0.0,0.0,,,
MEUER MARK SA900 V STAR,1,0,0.0,0.0,,,
MEYER CLAIR O 2/3 P 51B/C MUSTANG,1,1,1.0,1.0,,,
MEYER FRED J HORNET,1,1,1.0,1.0,,,
MEYER GEOFFREY A GOAT,1,0,0.0,0.0,,,
MEYER LEGACY,1,1,1.0,1.0,,,
MEYER MEYER-LEGACY,1,0,0.0,0.0,,,
MEYER ROBERT AIR CAM,1,0,0.0,0.0,,,
MEYERES F L/MEYERES M M SKYSTAR KTFOX CLSC 4,1,0,0.0,0.0,,,
MEYERS 200,1,0,0.0,0.0,,,
MEYERS INDUSTRIES INC 200A,2,0,0.0,0.0,,,
MEYERS INDUSTRIES INC 200C,1,0,0.0,0.0,,,
MEYERS LITTLE TOOT,1,0,0.0,0.0,,,
MEYERS MAC 145,1,0,0.0,0.0,,,
MEYERS MIDGET 0100,1,1,1.0,1.0,,,
MEYERS OTW,1,0,0.0,0.0,,,
MEYERS OTW 160,1,0,0.0,0.0,,,
MEYERS OTW-160,1,0,0.0,0.0,,,
MICCO AIRCRAFT COMPANY MAC-145B,1,0,0.0,0.0,,,
MICHAEL A. WATSON VELOCITY ELITE RG,1,0,0.0,0.0,,,
MICHAEL ADAMCZYK ZENITH CH750,1,0,0.0,0.0,,,
MICHAEL CANS RV-8,1,0,0.0,0.0,,,
MICHAEL DEAN GRISSOM GRISSOM POBER PIXIE,1,0,0.0,0.0,,,
MICHAEL J ROBBINS SEAREY,1,0,0.0,0.0,,,
MICHAEL J. KOHOUT GLASSAIR III,1,0,0.0,0.0,,,
MICHAEL MURATORE VANS,1,0,0.0,0.0,,,
MICHAEL S. LOGAN KITFOX,1,1,1.0,1.0,,,
MICHAEL WILSON MURPHY SPIRIT,1,0,0.0,0.0,,,
MICHAELIAN LANCAIR IV-TP,1,1,1.0,1.0,,,
MICHEL PAUL JOHN MURPHY REBEL,1,0,0.0,0.0,,,
MICKLER LARRY J RV6 A,1,0,0.0,0.0,,,
MICROLITES PTYLTD DRAGONFLY B,1,0,0.0,0.0,,,
MID-SOUTH CUSTOM CRAFT INC SH-2R,1,0,0.0,0.0,,,
MIGAS RV9-A,1,0,0.0,0.0,,,
MIKE REED SUPER CUB,1,0,0.0,0.0,,,
MIKOYAN GUREVICH MIG 21 UM,1,0,0.0,0.0,,,
MIKOYAN GUREVICH MIG 21MF,1,0,0.0,0.0,,,
MILESKI ZENAIR,1,0,0.0,0.0,,,
MILHOLLAND KELLY D,1,0,0.0,0.0,,,
MILLER AVID FLYER,1,0,0.0,0.0,,,
MILLER CHARLES W VANS RV-7A,1,1,1.0,1.0,,,
MILLER GREGORY S BUSHWACKER,1,0,0.0,0.0,,,
MILLER GREGORY SCOTT GOT ROCKS,1,0,0.0,0.0,,,
MILLER J KIRTLEY RV-6,1,1,1.0,1.0,,,
MILLER LONG EZ/XP,1,0,0.0,0.0,,,
MILLER RAYMOND A SONEX WAIEX,1,1,1.0,1.0,,,
MILLER ROGER THATCHER CX4,1,0,0.0,0.0,,,
MILLER RV6,1,1,1.0,1.0,,,
MILLER STEVEN M RV6 A,1,0,0.0,0.0,,,
MILLER-THORP T-18 TIGER,1,0,0.0,0.0,,,
MILLER/CULPEPPER CHRISTEN EAGLE II,1,0,0.0,0.0,,,
MILLHOUSE D SCOTT KITFOX II,1,0,0.0,0.0,,,
MILLS GS-2,1,0,0.0,0.0,,,
MILLS MICHAEL S1L,1,1,1.0,1.0,,,
MILLSAP DENNIS RV-6A,1,0,0.0,0.0,,,
MILTENBERGER FAMILY FUN,1,0,0.0,0.0,,,
MINI MAX 1200,1,0,0.0,0.0,,,
MINI-MAX 1600R SPORT,1,0,0.0,0.0,,,
MISCHKE BD-5B,1,0,0.0,0.0,,,
MITCHELL DAVID N LANCAIR IV P,1,1,1.0,1.0,,,
MITCHELL DERRYLE V RANS S 7 COURIER,1,0,0.0,0.0,,,
MITSUBISHI MU 2B,1,1,7.0,7.0,,,
MITSUBISHI MU 2B-25,2,1,1.0,0.5,,,
MITSUBISHI MU 2B-40,2,1,1.0,0.5,,,
MITSUBISHI MU-2B-20,2,0,0.0,0.0,,,
MITSUBISHI MU-2B-25,1,0,0.0,0.0,,,
MITSUBISHI MU-2B-26A,1,0,0.0,0.0,,,
MITSUBISHI MU-2B-35,1,1,1.0,1.0,,,
MITSUBISHI MU-2B-60,4,2,5.0,1.25,,,
